days,miles,receipts,reimbursement,miles_per_day,receipts_per_day,efficiency_score,is_5_day,is_efficient,receipt_category,base_per_diem,reimbursement_minus_base,miles_tier,predicted,residual,abs_error
9,1064.0,2016.76,1810.94,118.22222222222223,224.08444444444444,118.22222222222223,0,0,,900,910.94,,1833.8817978403433,-22.94179784034327,22.94179784034327
4,463.0,1963.41,1607.34,115.75,490.8525,115.75,0,0,very_high,400,1207.34,"(400, 600]",1496.9945776035936,110.34542239640632,110.34542239640632
1,678.0,1478.57,1370.31,678.0,1478.57,678.0,0,0,very_high,100,1270.31,"(600, 800]",1402.9691418045106,-32.65914180451068,32.65914180451068
1,436.0,1358.14,1154.03,436.0,1358.14,436.0,0,0,very_high,100,1054.03,"(400, 600]",1180.0701102388737,-26.040110238873694,26.040110238873694
5,586.0,2135.36,1661.61,117.2,427.072,117.2,1,0,,500,1161.61,"(400, 600]",1614.4094191597844,47.20058084021548,47.20058084021548
1,797.0,126.8,543.18,797.0,126.8,797.0,0,0,medium,100,443.17999999999995,"(600, 800]",566.6976158980925,-23.517615898092572,23.517615898092572
14,481.0,939.99,877.17,34.357142857142854,67.14214285714286,34.357142857142854,0,0,very_high,1400,-522.83,"(400, 600]",1343.9489611624747,-466.77896116247473,466.77896116247473
7,172.0,1486.86,1557.94,24.571428571428573,212.4085714285714,24.571428571428573,0,0,very_high,700,857.94,"(100, 200]",1529.009884231006,28.93011576899403,28.93011576899403
10,1192.0,23.47,1157.87,119.2,2.347,119.2,0,0,very_low,1000,157.8699999999999,,1384.3438844096454,-226.4738844096455,226.4738844096455
7,981.0,658.85,1351.69,140.14285714285714,94.12142857142858,140.14285714285714,0,0,high,700,651.69,"(800, 1000]",1414.0496718925524,-62.35967189255234,62.35967189255234
10,692.0,1671.71,1701.23,69.2,167.171,69.2,0,0,very_high,1000,701.23,"(600, 800]",1750.9998421453674,-49.76984214536742,49.76984214536742
13,710.0,2223.86,1979.83,54.61538461538461,171.06615384615387,54.61538461538461,0,0,,1300,679.8299999999999,"(600, 800]",1938.7935885003733,41.03641149962664,41.03641149962664
12,380.0,1526.79,1787.41,31.666666666666668,127.2325,31.666666666666668,0,0,very_high,1200,587.4100000000001,"(200, 400]",1748.5177855472718,38.89221445272824,38.89221445272824
3,133.0,1728.5,1373.4,44.333333333333336,576.1666666666666,44.333333333333336,0,0,very_high,300,1073.4,"(100, 200]",1333.8366098935173,39.56339010648276,39.56339010648276
4,730.0,799.25,1250.66,182.5,199.8125,182.5,0,1,high,400,850.6600000000001,"(600, 800]",1064.6742337980754,185.98576620192466,185.98576620192466
12,1070.0,1055.51,2030.76,89.16666666666667,87.95916666666666,89.16666666666667,0,0,very_high,1200,830.76,,2003.042523625762,27.717476374238004,27.717476374238004
8,1185.0,554.98,1545.67,148.125,69.3725,148.125,0,0,medium_high,800,745.6700000000001,,1316.643147611413,229.02685238858703,229.02685238858703
11,456.0,2223.72,1600.1,41.45454545454545,202.1563636363636,41.45454545454545,0,0,,1100,500.0999999999999,"(400, 600]",1615.1931261790821,-15.093126179082219,15.093126179082219
12,85.0,1056.43,1466.31,7.083333333333333,88.03583333333334,7.083333333333333,0,0,very_high,1200,266.30999999999995,"(0, 100]",1529.0968076845948,-62.786807684594805,62.786807684594805
2,543.0,103.37,544.12,271.5,51.685,271.5,0,0,medium,200,344.12,"(400, 600]",516.9837378644667,27.136262135533343,27.136262135533343
6,367.0,1947.68,1606.76,61.166666666666664,324.61333333333334,61.166666666666664,0,0,very_high,600,1006.76,"(200, 400]",1600.951480926124,5.808519073875914,5.808519073875914
1,481.0,1792.17,1215.84,481.0,1792.17,481.0,0,0,very_high,100,1115.84,"(400, 600]",1225.9392551587985,-10.099255158798542,10.099255158798542
5,233.0,1862.04,1562.23,46.6,372.408,46.6,1,0,very_high,500,1062.23,"(200, 400]",1492.9664745526386,69.26352544736142,69.26352544736142
1,45.0,1070.22,922.69,45.0,1070.22,45.0,0,0,very_high,100,822.69,"(0, 100]",912.5956075384972,10.09439246150282,10.09439246150282
5,152.0,2444.81,1523.75,30.4,488.962,30.4,1,0,,500,1023.75,"(100, 200]",1460.8176413200408,62.93235867995918,62.93235867995918
7,344.0,1242.05,1514.4,49.142857142857146,177.43571428571428,49.142857142857146,0,0,very_high,700,814.4000000000001,"(200, 400]",1522.9443334629545,-8.544333462954455,8.544333462954455
5,320.0,1584.55,1584.73,64.0,316.90999999999997,64.0,1,0,very_high,500,1084.73,"(200, 400]",1530.9151744516168,53.81482554838317,53.81482554838317
9,989.0,378.12,1193.72,109.88888888888889,42.013333333333335,109.88888888888889,0,0,medium_high,900,293.72,"(800, 1000]",1219.9637885514817,-26.243788551481657,26.243788551481657
10,57.0,936.89,1237.07,5.7,93.689,5.7,0,0,very_high,1000,237.06999999999994,"(0, 100]",1273.2817989110613,-36.21179891106135,36.21179891106135
12,342.0,2253.61,1659.5,28.5,187.80083333333334,28.5,0,0,,1200,459.5,"(200, 400]",1689.7887535648613,-30.28875356486128,30.28875356486128
2,983.0,2109.93,1519.98,491.5,1054.965,491.5,0,0,,200,1319.98,"(800, 1000]",1507.9043865875585,12.075613412441498,12.075613412441498
10,886.0,1990.03,1749.93,88.6,199.003,88.6,0,0,very_high,1000,749.9300000000001,"(800, 1000]",1807.3772328035122,-57.44723280351218,57.44723280351218
10,5.0,836.86,1116.56,0.5,83.686,0.5,0,0,very_high,1000,116.55999999999995,"(0, 100]",1146.0307364797836,-29.47073647978368,29.47073647978368
3,80.0,517.54,457.49,26.666666666666668,172.51333333333332,26.666666666666668,0,0,medium_high,300,157.49,"(0, 100]",433.88409448693005,23.605905513069956,23.605905513069956
8,482.0,1411.49,631.81,60.25,176.43625,60.25,0,0,very_high,800,-168.19000000000005,"(400, 600]",1025.7335802812258,-393.9235802812259,393.9235802812259
4,11.0,312.01,426.22,2.75,78.0025,2.75,0,0,medium_high,400,26.220000000000027,"(0, 100]",381.2139734911166,45.00602650888345,45.00602650888345
12,1075.0,2328.11,1798.38,89.58333333333333,194.0091666666667,89.58333333333333,0,0,,1200,598.3800000000001,,1839.0111307763589,-40.63113077635876,40.63113077635876
13,632.0,268.91,1396.28,48.61538461538461,20.685384615384617,48.61538461538461,0,0,medium,1300,96.27999999999997,"(600, 800]",1230.529147556934,165.75085244306592,165.75085244306592
8,323.0,46.48,703.45,40.375,5.81,40.375,0,0,very_low,800,-96.54999999999995,"(200, 400]",785.6695998588973,-82.21959985889725,82.21959985889725
11,527.0,1550.32,1806.06,47.90909090909091,140.93818181818182,47.90909090909091,0,0,very_high,1100,706.06,"(400, 600]",1779.1879774159408,26.872022584059096,26.872022584059096
5,948.0,898.6,1499.68,189.6,179.72,189.6,1,1,very_high,500,999.6800000000001,"(800, 1000]",1515.2096815727907,-15.52968157279065,15.52968157279065
5,504.0,1502.63,1628.66,100.8,300.526,100.8,1,0,very_high,500,1128.66,"(400, 600]",1535.6828153804684,92.97718461953173,92.97718461953173
10,793.0,1422.29,2007.62,79.3,142.22899999999998,79.3,0,0,very_high,1000,1007.6199999999999,"(600, 800]",1821.9671818351994,185.65281816480046,185.65281816480046
13,32.0,232.43,805.12,2.4615384615384617,17.87923076923077,2.4615384615384617,0,0,medium,1300,-494.88,"(0, 100]",816.4300333258208,-11.310033325820768,11.310033325820768
9,768.0,1815.6,1666.18,85.33333333333333,201.73333333333332,85.33333333333333,0,0,very_high,900,766.1800000000001,"(600, 800]",1740.875229484902,-74.69522948490203,74.69522948490203
9,994.0,1742.62,1849.58,110.44444444444444,193.62444444444444,110.44444444444444,0,0,very_high,900,949.5799999999999,"(800, 1000]",1847.5535646924857,2.026435307514248,2.026435307514248
1,1105.0,1432.3,1387.17,1105.0,1432.3,1105.0,0,0,very_high,100,1287.17,,1420.9703748843056,-33.800374884305484,33.800374884305484
12,178.0,507.59,907.19,14.833333333333334,42.299166666666665,14.833333333333334,0,0,medium_high,1200,-292.80999999999995,"(100, 200]",942.2562952212849,-35.066295221284804,35.066295221284804
10,472.0,431.95,924.65,47.2,43.195,47.2,0,0,medium_high,1000,-75.35000000000002,"(400, 600]",933.7798841723522,-9.129884172352263,9.129884172352263
5,716.0,1111.23,1492.08,143.2,222.246,143.2,1,0,very_high,500,992.0799999999999,"(600, 800]",1584.4025357659448,-92.32253576594485,92.32253576594485
3,771.0,725.67,1166.93,257.0,241.89,257.0,0,0,high,300,866.9300000000001,"(600, 800]",1079.3933271472908,87.53667285270922,87.53667285270922
13,1054.0,1131.25,2162.03,81.07692307692308,87.01923076923077,81.07692307692308,0,0,very_high,1300,862.0300000000002,,2083.065397236917,78.96460276308335,78.96460276308335
10,872.0,2191.27,1776.62,87.2,219.127,87.2,0,0,,1000,776.6199999999999,"(800, 1000]",1807.3772328035122,-30.757232803512352,30.757232803512352
12,1077.0,32.55,1387.43,89.75,2.7125,89.75,0,0,very_low,1200,187.43000000000006,,1373.9540195091724,13.475980490827624,13.475980490827624
12,211.0,749.56,1285.23,17.583333333333332,62.46333333333333,17.583333333333332,0,0,high,1200,85.23000000000002,"(200, 400]",1196.2825400687914,88.94745993120864,88.94745993120864
4,199.0,1310.01,1400.57,49.75,327.5025,49.75,0,0,very_high,400,1000.5699999999999,"(100, 200]",1305.7246562253245,94.84534377467548,94.84534377467548
2,1029.0,1702.6,1577.55,514.5,851.3,514.5,0,0,very_high,200,1377.55,,1509.0206433219978,68.52935667800216,68.52935667800216
10,643.0,2263.77,1685.92,64.3,226.377,64.3,0,0,,1000,685.9200000000001,"(600, 800]",1704.2070095915685,-18.28700959156845,18.28700959156845
10,797.0,1706.73,1724.42,79.7,170.673,79.7,0,0,very_high,1000,724.4200000000001,"(600, 800]",1793.959194854034,-69.5391948540339,69.5391948540339
12,657.0,322.5,1113.16,54.75,26.875,54.75,0,0,medium_high,1200,-86.83999999999992,"(600, 800]",1161.6519836542193,-48.49198365421921,48.49198365421921
8,177.0,486.06,751.58,22.125,60.7575,22.125,0,0,medium_high,800,-48.41999999999996,"(100, 200]",740.1829740064012,11.397025993598845,11.397025993598845
2,222.0,456.24,437.4,111.0,228.12,111.0,0,0,medium_high,200,237.39999999999998,"(200, 400]",388.07046884841657,49.32953115158341,49.32953115158341
3,555.0,2342.76,1458.63,185.0,780.9200000000001,185.0,0,1,,300,1158.63,"(400, 600]",1463.2333628132033,-4.603362813203148,4.603362813203148
2,785.0,1964.63,1522.76,392.5,982.315,392.5,0,0,very_high,200,1322.76,"(600, 800]",1491.2679384065189,31.49206159348114,31.49206159348114
5,104.0,281.67,464.68,20.8,56.334,20.8,1,0,medium,500,-35.31999999999999,"(100, 200]",550.8543365921497,-86.1743365921497,86.1743365921497
1,673.0,2026.16,1372.83,673.0,2026.16,673.0,0,0,,100,1272.83,"(600, 800]",1398.85292176242,-26.022921762420083,26.022921762420083
10,877.0,1711.12,1897.37,87.7,171.112,87.7,0,0,very_high,1000,897.3699999999999,"(800, 1000]",1849.5118361146644,47.85816388533544,47.85816388533544
1,250.0,1300.17,1145.33,250.0,1300.17,250.0,0,0,very_high,100,1045.33,"(200, 400]",1194.0885414914078,-48.75854149140787,48.75854149140787
1,467.0,296.49,221.23,467.0,296.49,467.0,0,0,medium,100,121.22999999999999,"(400, 600]",261.25518497142826,-40.025184971428274,40.025184971428274
10,1026.0,828.82,1865.67,102.6,82.882,102.6,0,0,very_high,1000,865.6700000000001,,1777.827489287896,87.84251071210406,87.84251071210406
11,1106.0,2250.54,2050.62,100.54545454545455,204.59454545454545,100.54545454545455,0,0,,1100,950.6199999999999,,1878.0340437177363,172.58595628226362,172.58595628226362
12,452.0,816.56,1243.1,37.666666666666664,68.04666666666667,37.666666666666664,0,0,very_high,1200,43.09999999999991,"(400, 600]",1266.3843303842623,-23.284330384262375,23.284330384262375
14,865.0,2497.16,1885.87,61.785714285714285,178.3685714285714,61.785714285714285,0,0,,1400,485.8699999999999,"(800, 1000]",1896.0539571166125,-10.183957116612646,10.183957116612646
8,107.0,2450.89,1468.19,13.375,306.36125,13.375,0,0,,800,668.19,"(100, 200]",1490.4590081233748,-22.26900812337476,22.26900812337476
8,80.0,1092.18,1365.73,10.0,136.5225,10.0,0,0,very_high,800,565.73,"(0, 100]",1441.5499678604087,-75.81996786040872,75.81996786040872
8,945.0,766.98,1625.53,118.125,95.8725,118.125,0,0,high,800,825.53,"(800, 1000]",1603.8569672514602,21.673032748539754,21.673032748539754
13,1140.0,1607.8,2214.64,87.6923076923077,123.67692307692307,87.6923076923077,0,0,very_high,1300,914.6399999999999,,2152.191788641578,62.44821135842176,62.44821135842176
2,636.0,1438.19,1435.96,318.0,719.095,318.0,0,0,very_high,200,1235.96,"(600, 800]",1489.7406417031232,-53.78064170312314,53.78064170312314
14,865.0,1422.11,1921.18,61.785714285714285,101.5792857142857,61.785714285714285,0,0,very_high,1400,521.1800000000001,"(800, 1000]",2007.042159557477,-85.86215955747684,85.86215955747684
12,482.0,1710.47,1746.74,40.166666666666664,142.53916666666666,40.166666666666664,0,0,very_high,1200,546.74,"(400, 600]",1745.0610910359924,1.6789089640076327,1.6789089640076327
2,68.0,756.61,648.53,34.0,378.305,34.0,0,0,high,200,448.53,"(0, 100]",645.0990067316744,3.430993268325551,3.430993268325551
14,512.0,526.84,1306.64,36.57142857142857,37.63142857142857,36.57142857142857,0,0,medium_high,1400,-93.3599999999999,"(400, 600]",1282.8079194584905,23.83208054150964,23.83208054150964
14,1001.0,1647.24,2080.0,71.5,117.66,71.5,0,0,very_high,1400,680.0,,2039.8074383955434,40.192561604456614,40.192561604456614
1,547.0,573.6,616.27,547.0,573.6,547.0,0,0,medium_high,100,516.27,"(400, 600]",601.0927222065777,15.177277793422263,15.177277793422263
10,5.0,1338.9,1610.25,0.5,133.89000000000001,0.5,0,0,very_high,1000,610.25,"(0, 100]",1584.0301674107807,26.219832589219322,26.219832589219322
3,1158.0,1107.4,1361.3,386.0,369.1333333333334,386.0,0,0,very_high,300,1061.3,,1468.2850860153908,-106.98508601539083,106.98508601539083
1,993.0,1143.58,1328.85,993.0,1143.58,993.0,0,0,very_high,100,1228.85,"(800, 1000]",1430.931502772268,-102.0815027722681,102.0815027722681
6,378.0,837.63,1215.96,63.0,139.605,63.0,0,0,very_high,600,615.96,"(200, 400]",1195.6019183570825,20.35808164291757,20.35808164291757
11,1156.0,2231.86,1988.56,105.0909090909091,202.89636363636365,105.0909090909091,0,0,,1100,888.56,,1907.9066865974291,80.6533134025708,80.6533134025708
5,1050.0,882.86,1430.04,210.0,176.572,210.0,1,1,very_high,500,930.04,,1514.2756568679806,-84.23565686798065,84.23565686798065
8,836.0,735.52,1606.63,104.5,91.94,104.5,0,0,high,800,806.6300000000001,"(800, 1000]",1589.6609324294193,16.96906757058082,16.96906757058082
11,654.0,1516.42,1870.43,59.45454545454545,137.85636363636365,59.45454545454545,0,0,very_high,1100,770.4300000000001,"(600, 800]",1793.0636681968067,77.36633180319336,77.36633180319336
8,633.0,1308.36,1639.12,79.125,163.545,79.125,0,0,very_high,800,839.1199999999999,"(600, 800]",1682.708618032082,-43.588618032082195,43.588618032082195
12,713.0,1642.01,1873.19,59.416666666666664,136.83416666666668,59.416666666666664,0,0,very_high,1200,673.19,"(600, 800]",1892.7171179360007,-19.52711793600065,19.52711793600065
5,96.0,1105.47,1312.16,19.2,221.094,19.2,1,0,very_high,500,812.1600000000001,"(0, 100]",1337.780517641871,-25.620517641870947,25.620517641870947
7,1054.0,576.47,1344.18,150.57142857142858,82.35285714285715,150.57142857142858,0,0,medium_high,700,644.1800000000001,,1429.2947713467313,-85.11477134673123,85.11477134673123
12,495.0,1948.13,1831.92,41.25,162.34416666666667,41.25,0,0,very_high,1200,631.9200000000001,"(400, 600]",1738.3747179711777,93.54528202882238,93.54528202882238
1,1068.0,2011.28,1421.45,1068.0,2011.28,1068.0,0,0,,100,1321.45,,1421.3893242277989,0.06067577220119347,0.06067577220119347
7,1000.0,1620.46,1971.23,142.85714285714286,231.49428571428572,142.85714285714286,0,0,very_high,700,1271.23,"(800, 1000]",1892.1072847703995,79.12271522960054,79.12271522960054
13,855.0,1798.75,1951.77,65.76923076923077,138.3653846153846,65.76923076923077,0,0,very_high,1300,651.77,"(800, 1000]",1986.5520530552208,-34.782053055220786,34.782053055220786
8,544.0,1279.51,1483.77,68.0,159.93875,68.0,0,0,very_high,800,683.77,"(400, 600]",1662.2213854853758,-178.4513854853758,178.4513854853758
11,816.0,544.99,1077.12,74.18181818181819,49.54454545454546,74.18181818181819,0,0,medium_high,1100,-22.88000000000011,"(800, 1000]",1192.2565295859517,-115.13652958595185,115.13652958595185
5,1080.0,2383.82,1664.76,216.0,476.764,216.0,1,1,,500,1164.76,,1736.5905875943631,-71.83058759436312,71.83058759436312
8,1124.0,1908.69,1833.27,140.5,238.58625,140.5,0,0,very_high,800,1033.27,,1822.6601026037338,10.609897396266206,10.609897396266206
3,29.0,1632.85,1269.1,9.666666666666666,544.2833333333333,9.666666666666666,0,0,very_high,300,969.0999999999999,"(0, 100]",1184.3464921341183,84.7535078658816,84.7535078658816
6,470.0,2235.72,1628.6,78.33333333333333,372.61999999999995,78.33333333333333,0,0,,600,1028.6,"(400, 600]",1583.4168050651979,45.18319493480203,45.18319493480203
7,287.0,2293.5,1558.09,41.0,327.64285714285717,41.0,0,0,,700,858.0899999999999,"(200, 400]",1548.5240876769926,9.565912323007296,9.565912323007296
4,72.0,1367.29,1302.97,18.0,341.8225,18.0,0,0,very_high,400,902.97,"(0, 100]",1306.586669681328,-3.6166696813279486,3.6166696813279486
6,344.0,233.31,800.18,57.333333333333336,38.885,57.333333333333336,0,0,medium,600,200.17999999999995,"(200, 400]",818.906195778222,-18.726195778222063,18.726195778222063
8,801.0,1241.21,1780.65,100.125,155.15125,100.125,0,0,very_high,800,980.6500000000001,"(800, 1000]",1782.5657553039478,-1.9157553039476625,1.9157553039476625
5,629.0,484.34,1029.87,125.8,96.868,125.8,1,0,medium_high,500,529.8699999999999,"(600, 800]",974.7595914306767,55.110408569323226,55.110408569323226
11,327.0,961.08,1356.46,29.727272727272727,87.3709090909091,29.727272727272727,0,0,very_high,1100,256.46000000000004,"(200, 400]",1443.9283782546263,-87.46837825462626,87.46837825462626
14,94.0,105.94,1180.63,6.714285714285714,7.567142857142857,6.714285714285714,0,0,medium,1400,-219.3699999999999,"(0, 100]",1081.361986582907,99.26801341709302,99.26801341709302
4,1113.0,2103.82,1695.08,278.25,525.955,278.25,0,0,,400,1295.08,,1576.2716035505136,118.80839644948628,118.80839644948628
14,267.0,2090.21,1968.4,19.071428571428573,149.3007142857143,19.071428571428573,0,0,,1400,568.4000000000001,"(200, 400]",1830.4388388973607,137.96116110263938,137.96116110263938
1,979.0,1292.54,1313.53,979.0,1292.54,979.0,0,0,very_high,100,1213.53,"(800, 1000]",1390.518678110354,-76.98867811035393,76.98867811035393
10,625.0,519.94,1229.41,62.5,51.99400000000001,62.5,0,0,medium_high,1000,229.41000000000008,"(600, 800]",1145.4064217554953,84.00357824450475,84.00357824450475
14,457.0,848.61,1492.64,32.642857142857146,60.615,32.642857142857146,0,0,very_high,1400,92.6400000000001,"(400, 600]",1402.5985139994705,90.04148600052963,90.04148600052963
11,398.0,723.39,1154.77,36.18181818181818,65.76272727272728,36.18181818181818,0,0,high,1100,54.76999999999998,"(200, 400]",1167.4304060426364,-12.660406042636396,12.660406042636396
14,68.0,438.96,866.76,4.857142857142857,31.354285714285712,4.857142857142857,0,0,medium_high,1400,-533.24,"(0, 100]",871.5006511215023,-4.74065112150231,4.74065112150231
3,769.0,2497.93,1587.8,256.3333333333333,832.6433333333333,256.3333333333333,0,0,,300,1287.8,"(600, 800]",1547.4367182500807,40.363281749919224,40.363281749919224
13,694.0,1054.31,1815.02,53.38461538461539,81.10076923076923,53.38461538461539,0,0,very_high,1300,515.02,"(600, 800]",1854.5066493192953,-39.48664931929534,39.48664931929534
12,1088.0,1977.91,1883.21,90.66666666666667,164.82583333333335,90.66666666666667,0,0,very_high,1200,683.21,,1939.9125689766367,-56.70256897663671,56.70256897663671
9,101.0,950.23,1281.64,11.222222222222221,105.58111111111111,11.222222222222221,0,0,very_high,900,381.6400000000001,"(100, 200]",1335.8534442157047,-54.21344421570461,54.21344421570461
1,170.0,2452.85,1209.08,170.0,2452.85,170.0,0,0,,100,1109.08,"(100, 200]",1241.497551015552,-32.417551015552135,32.417551015552135
12,1135.0,475.95,1447.39,94.58333333333333,39.6625,94.58333333333333,0,0,medium_high,1200,247.3900000000001,,1393.6512582852295,53.73874171477064,53.73874171477064
3,1109.0,2092.26,1436.66,369.6666666666667,697.4200000000001,369.6666666666667,0,0,,300,1136.66,,1479.7235555340799,-43.063555534079796,43.063555534079796
7,753.0,358.13,1084.79,107.57142857142857,51.16142857142857,107.57142857142857,0,0,medium_high,700,384.78999999999996,"(600, 800]",1021.8459070356588,62.944092964341166,62.944092964341166
2,521.0,467.19,667.85,260.5,233.595,260.5,0,0,medium_high,200,467.85,"(400, 600]",575.9169002859095,91.93309971409053,91.93309971409053
12,1003.0,983.23,1996.18,83.58333333333333,81.93583333333333,83.58333333333333,0,0,very_high,1200,796.1800000000001,,1915.8596314994468,80.32036850055329,80.32036850055329
3,269.0,708.05,799.12,89.66666666666667,236.01666666666665,89.66666666666667,0,0,high,300,499.12,"(200, 400]",754.4162558727551,44.70374412724493,44.70374412724493
14,646.0,2418.19,1931.21,46.142857142857146,172.72785714285715,46.142857142857146,0,0,,1400,531.21,"(600, 800]",1865.1217355367107,66.0882644632893,66.0882644632893
14,1153.0,346.58,1292.93,82.35714285714286,24.755714285714284,82.35714285714286,0,0,medium_high,1400,-107.06999999999994,,1375.0968290191984,-82.1668290191983,82.1668290191983
4,18.0,289.06,380.88,4.5,72.265,4.5,0,0,medium,400,-19.120000000000005,"(0, 100]",378.1681211134728,2.711878886527188,2.711878886527188
13,1167.0,1074.36,2197.33,89.76923076923077,82.64307692307692,89.76923076923077,0,0,very_high,1300,897.3299999999999,,2082.403088020554,114.92691197944578,114.92691197944578
1,1113.0,1536.0,1403.6,1113.0,1536.0,1113.0,0,0,very_high,100,1303.6,,1421.3893242277989,-17.789324227798943,17.789324227798943
6,930.0,1907.95,1788.75,155.0,317.9916666666667,155.0,0,0,very_high,600,1188.75,"(800, 1000]",1800.2857002649514,-11.535700264951402,11.535700264951402
5,714.0,617.72,1164.2,142.8,123.54400000000001,142.8,1,0,high,500,664.2,"(600, 800]",1138.761265841703,25.43873415829694,25.43873415829694
7,256.0,2180.53,1548.87,36.57142857142857,311.50428571428574,36.57142857142857,0,0,,700,848.8699999999999,"(200, 400]",1551.6074541632086,-2.7374541632086675,2.7374541632086675
9,1063.0,2497.79,1761.94,118.11111111111111,277.53222222222223,118.11111111111111,0,0,,900,861.94,,1838.396918174192,-76.45691817419197,76.45691817419197
11,512.0,2016.19,1710.53,46.54545454545455,183.29,46.54545454545455,0,0,,1100,610.53,"(400, 600]",1704.1656932680635,6.3643067319364945,6.3643067319364945
9,463.0,1024.53,1476.48,51.44444444444444,113.83666666666666,51.44444444444444,0,0,very_high,900,576.48,"(400, 600]",1499.13197938159,-22.65197938159008,22.65197938159008
12,714.0,2003.23,1829.06,59.5,166.93583333333333,59.5,0,0,,1200,629.06,"(600, 800]",1853.709848966424,-24.649848966424088,24.649848966424088
9,1165.0,1868.79,1945.95,129.44444444444446,207.64333333333332,129.44444444444446,0,0,very_high,900,1045.95,,1846.0428369003318,99.9071630996682,99.9071630996682
1,872.0,2420.07,1456.34,872.0,2420.07,872.0,0,0,,100,1356.34,"(800, 1000]",1408.1876128791162,48.15238712088376,48.15238712088376
10,631.0,1220.71,1730.86,63.1,122.071,63.1,0,0,very_high,1000,730.8599999999999,"(600, 800]",1704.3839793706338,26.476020629366076,26.476020629366076
9,633.0,888.17,1384.78,70.33333333333333,98.68555555555555,70.33333333333333,0,0,very_high,900,484.78,"(600, 800]",1523.3978509392273,-138.6178509392273,138.6178509392273
4,1065.0,119.34,781.82,266.25,29.835,266.25,0,0,medium,400,381.82000000000005,,839.735587308103,-57.915587308103,57.915587308103
12,947.0,193.05,1225.63,78.91666666666667,16.087500000000002,78.91666666666667,0,0,medium,1200,25.63000000000011,"(800, 1000]",1276.652017955119,-51.02201795511883,51.02201795511883
4,159.0,568.58,647.0,39.75,142.145,39.75,0,0,medium_high,400,247.0,"(100, 200]",595.5631978977044,51.43680210229559,51.43680210229559
1,292.0,449.83,363.02,292.0,449.83,292.0,0,0,medium_high,100,263.02,"(200, 400]",338.52911047077214,24.490889529227843,24.490889529227843
1,1115.0,926.13,1192.88,1115.0,926.13,1115.0,0,0,very_high,100,1092.88,,1159.87083854179,33.0091614582102,33.0091614582102
7,1168.0,667.94,1639.55,166.85714285714286,95.42,166.85714285714286,0,0,high,700,939.55,,1572.6532750400431,66.89672495995683,66.89672495995683
4,348.0,2047.08,1507.04,87.0,511.77,87.0,0,0,,400,1107.04,"(200, 400]",1466.533627211391,40.50637278860904,40.50637278860904
8,77.0,1930.98,1485.69,9.625,241.3725,9.625,0,0,very_high,800,685.69,"(0, 100]",1464.712580246477,20.97741975352301,20.97741975352301
7,1033.0,1013.03,2119.83,147.57142857142858,144.71857142857144,147.57142857142858,0,0,very_high,700,1419.83,,2017.1231312477657,102.70686875223419,102.70686875223419
4,672.0,1603.52,1612.43,168.0,400.88,168.0,0,0,very_high,400,1212.43,"(600, 800]",1570.646431964591,41.78356803540896,41.78356803540896
4,1191.0,999.45,1478.93,297.75,249.8625,297.75,0,0,very_high,400,1078.93,,1323.2009678342865,155.72903216571353,155.72903216571353
8,392.0,661.27,978.13,49.0,82.65875,49.0,0,0,high,800,178.13,"(200, 400]",1001.3684792149048,-23.238479214904828,23.238479214904828
7,951.0,584.4,1253.76,135.85714285714286,83.48571428571428,135.85714285714286,0,0,medium_high,700,553.76,"(800, 1000]",1396.3702764926795,-142.61027649267953,142.61027649267953
5,778.0,2423.47,1643.96,155.6,484.69399999999996,155.6,1,0,,500,1143.96,"(600, 800]",1690.3564920605904,-46.39649206059039,46.39649206059039
11,958.0,1999.13,1900.18,87.0909090909091,181.73909090909092,87.0909090909091,0,0,very_high,1100,800.1800000000001,"(800, 1000]",1839.0261849284607,61.153815071539384,61.153815071539384
3,186.0,1068.31,1152.04,62.0,356.1033333333333,62.0,0,0,very_high,300,852.04,"(100, 200]",1085.9415190007715,66.09848099922851,66.09848099922851
5,1116.0,2460.46,1711.97,223.2,492.092,223.2,1,0,,500,1211.97,,1709.895963492088,2.0740365079120693,2.0740365079120693
13,63.0,107.92,710.25,4.846153846153846,8.301538461538462,4.846153846153846,0,0,medium,1300,-589.75,"(0, 100]",804.0155169499396,-93.76551694993964,93.76551694993964
6,170.0,476.99,600.23,28.333333333333332,79.49833333333333,28.333333333333332,0,0,medium_high,600,0.2300000000000182,"(100, 200]",722.3820886572221,-122.15208865722207,122.15208865722207
3,870.0,413.23,795.8,290.0,137.74333333333334,290.0,0,0,medium_high,300,495.79999999999995,"(800, 1000]",792.9530051058182,2.846994894181762,2.846994894181762
12,852.0,1957.9,1944.89,71.0,163.15833333333333,71.0,0,0,very_high,1200,744.8900000000001,"(800, 1000]",1882.2223970506816,62.66760294931851,62.66760294931851
6,420.0,386.77,929.16,70.0,64.46166666666666,70.0,0,0,medium_high,600,329.15999999999997,"(400, 600]",859.3622701116635,69.79772988833645,69.79772988833645
6,668.0,1922.45,1796.98,111.33333333333333,320.40833333333336,111.33333333333333,0,0,very_high,600,1196.98,"(600, 800]",1700.7928211467352,96.18717885326487,96.18717885326487
8,795.0,1645.99,644.69,99.375,205.74875,99.375,0,0,very_high,800,-155.30999999999995,"(600, 800]",1322.2976982857697,-677.6076982857696,677.6076982857696
